ProductID,Brand,ProductName,ProductName_Normalised,AUSTL,DosageForm,PackSize,AdultDose,ChildDose,Directions,Indications_Summary,Cautions_Summary,Contraindications_Summary,Interactions_Summary,PregnancyBreastfeeding_Summary,EvidenceNotes,ClinicalUseTags,AvoidIfTags,MedicineInteractionFlags,CounsellingPointSummary,SourceFile_Primary,SourcePage,SourceSection,ExtractionConfidence,ReviewStatus,Notes
HOG-0055,Herbs of Gold,Magnesium Forte,magnesium forte,,tablet,60 / 120 tablets,"Adults and children over 12 years - Take 1 tablet, once or twice daily, with food, or as directed by your health professional.",,"Adults and children over 12 years - Take 1 tablet, once or twice daily, with food, or as directed by your health professional.","Highly bioavailable, organic forms of magnesium
Supports muscle health
Energy production

Highly bioavailable, organic forms of magnesium
Supports muscle health
Energy production","High dose magnesium is contraindicated in people with compromised renal function and heart block.
Caution in individuals with low blood pressure – magnesium supplementation can lower blood pressure. Monitor.

High dose magnesium is contraindicated in people with compromised renal function and heart block.
Caution in individuals with low blood pressure – magnesium supplementation can lower blood pressure. Monitor.","High dose magnesium is contraindicated in people with compromised renal function and heart block.
Caution in individuals with low blood pressure – magnesium supplementation can lower blood pressure. Monitor.

High dose magnesium is contraindicated in people with compromised renal function and heart block.
Caution in individuals with low blood pressure – magnesium supplementation can lower blood pressure. Monitor.","Caution with quinolone antibiotics – magnesium forms insoluble complexes with quinolones, decreasing drug absorption. Take drug 2 hours before or 6 hours after magnesium.
Caution with tetracycline antibiotics – tetracyclines form insoluble complexes with magnesium, reducing absorption of both. Separate dose by at least 3 hours.
Caution with bisphosphonates – magnesium can form complexes with drug and reduce absorption. Separate dose by 2 hours.
Caution with calcium channel blockers and other hyp",,~2 reference markers in DOCX text,"magnesium_support, muscle_cramps, sleep_support, stress_support, nervous_system_support","tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, renal_impairment_caution, renal_impairment_caution","bisphosphonate, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Adults and children over 12 years - Take 1 tablet, once or twice daily, with food, or as directed by your health profess | Key ingredients: Magnesium amino acid chelate, Magnesium citrate, Magnesium glycinate | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,103,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0056,Herbs of Gold,Magnesium Muscle Cream,magnesium muscle cream,,spray,,Adults and children over 12 years - Apply 5g to the skin and massage as required or use as directed by your health professional. External use only.,,Adults and children over 12 years - Apply 5g to the skin and massage as required or use as directed by your health professional. External use only.,"Muscle health
Supports muscle relaxation

Muscle health
Supports muscle relaxation",,,,,~0 reference markers in DOCX text,"magnesium_support, muscle_cramps, sleep_support, stress_support, nervous_system_support","tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, renal_impairment_caution","bisphosphonate, quinolone_antibiotic, tetracycline_antibiotic",Adult dose: Adults and children over 12 years - Apply 5g to the skin and massage as required or use as directed by your health profe | Key ingredients: Magnesium chloride hexahydrate,herbsofgold_technical_manual.pdf,105,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0057,Herbs of Gold,Magnesium Night Plus,magnesium night plus,,powder,,"Adults and children over 12 years - Mix 6g (one level scoop) into 150mL of water or juice, once daily, before sleep, or as directed by your health professional. Scoop included.",,"Adults and children over 12 years - Mix 6g (one level scoop) into 150mL of water or juice, once daily, before sleep, or as directed by your health professional. Scoop included.","High-strength magnesium powder
Supports a healthy stress response

High-strength magnesium powder
Supports a healthy stress response",,,,,~0 reference markers in DOCX text,"magnesium_support, muscle_cramps, sleep_support, stress_support, nervous_system_support, calcium_support, bone_health, gut_health, gastrointestinal_support (review)","tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, levothyroxine, renal_impairment_caution","bisphosphonate, levothyroxine, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Adults and children over 12 years - Mix 6g (one level scoop) into 150mL of water or juice, once daily, before sleep, or  | Key ingredients: Magnesium glycinate dihydrate, Magnesium citrate, Calcium citrate tetrahydrate",herbsofgold_technical_manual.pdf,107,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0058,Herbs of Gold,Mega B Complex,mega b complex,,capsule,60 capsules,"Take 1 capsule daily, with food, or as directed by your health professional.",,"Adults - Take 1 capsule daily, with food, or as directed by your health professional.","High strength
With active folate
Supports healthy cognitive function

High strength
With active folate
Supports healthy cognitive function","B vitamins are stimulatory in nature. To avoid any sleep interference, it is recommended you do not take B vitamin supplements at night before bed.
Taking at night may result in more vivid dreams (vitamin B6).

B vitamins are stimulatory in nature. To avoid any sleep interference, it is recommended you do not take B vitamin supplements at night before bed.
Taking at night may result in more vivid dreams (vitamin B6).","B vitamins are stimulatory in nature. To avoid any sleep interference, it is recommended you do not take B vitamin supplements at night before bed.
Taking at night may result in more vivid dreams (vitamin B6).

B vitamins are stimulatory in nature. To avoid any sleep interference, it is recommended you do not take B vitamin supplements at night before bed.
Taking at night may result in more vivid dreams (vitamin B6).","Contraindicated with pyrimethamine (antimalarial) – folate may reduce drug effectiveness.
Caution with tetracycline antibiotics - concurrent administration with B2 and B12 may decrease the effectiveness of the medication. Separate dose.
Caution with chloramphenicol (broad spectrum antibiotic) – folinic acid and B12 may impact drug metabolism. Separate dose.
Caution with anticholinergic drugs – may reduce absorption of vitamin B2. Separate dose.
Caution with carbamazepine and primidone – vitamin ",,~4 reference markers in DOCX text,"calcium_support, bone_health, b12_support, energy_support, nervous_system_support, hair_nail_support","tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, levothyroxine, renal_impairment_caution","bisphosphonate, levothyroxine, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Take 1 capsule daily, with food, or as directed by your health professional. | Key ingredients: Thiamine hydrochloride, Riboflavin (vitamin B2), Nicotinamide | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,109,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0059,Herbs of Gold,Memory & Cognition Gold,memory cognition gold,,tablet,60 tablets,"Take 1 tablet, twice daily, with food, or as directed by your health professional.",,"Adults - Take 1 tablet, twice daily, with food, or as directed by your health professional.","Clinically trialled ingredients
Standardised Brahmi & Ginkgo

Clinically trialled ingredients
Standardised Brahmi & Ginkgo",,,,,~0 reference markers in DOCX text,"b12_support, energy_support, nervous_system_support, joint_health (review)","warfarin, anticoagulant_review_required, shellfish_allergy_caution","anticoagulant, warfarin","Adult dose: Take 1 tablet, twice daily, with food, or as directed by your health professional. | Key ingredients: Soy phosphatidylserine-enriche, Levomefolate glucosamine (Quat, Mecobalamin (co-methylcobalami",herbsofgold_technical_manual.pdf,111,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0060,Herbs of Gold,Menopause Relief,menopause relief,,tablet,60 tablets,"Take 1 tablet, twice daily, with food, or as directed by your health professional.",,"Adults - Take 1 tablet, twice daily, with food, or as directed by your health professional.","Relieves menopause symptoms
Synergistic formula

Relieves menopause symptoms
Synergistic formula","Contraindicated in pregnancy and breastfeeding.
Bommer, S. A. G. E., Klein, P., & Suter, A. (2011). First time proof of sage’s tolerability and efficacy in menopausal women with hot flushes. Advances in Therapy, 28(6), 490-500.
Trickey, R. (2011). Women, Hormoes and the Menstrual Cycle. Trickey Enterprises.
Bommer, S. A. G. E., Klein, P., & Suter, A. (2011). First time proof of sage’s tolerability and efficacy in menopausal women with hot flushes. Advances in Therapy, 28(6), 490-500.

Contraindi",,"Contraindicated with HRT or progesterone drugs – the oestrogenic effects of Ziziphus and Vitex may interfere with drug absorption.
Caution with the contraceptive pill - Vitex may interfere with how well the contraceptive pill works. Use under professional supervision.
Caution with dopamine antagonists and antipsychotic drugs - Vitex may reduce their effectiveness. Monitor.

Contraindicated with HRT or progesterone drugs – the oestrogenic effects of Ziziphus and Vitex may interfere with drug abso","Contraindicated in pregnancy and breastfeeding.
Bommer, S. A. G. E., Klein, P., & Suter, A. (2011). First time proof of sage’s tolerability and efficacy in menopausal women with hot flushes. Advances in Therapy, 28(6), 490-500.
Trickey, R. (2011). Women, Hormoes and the Menstrual Cycle. Trickey Enterprises.
Bommer, S. A. G. E., Klein, P., & Suter, A. (2011). First time proof of sage’s tolerability and efficacy in menopausal women with hot flushes. Advances in Therapy, 28(6), 490-500.

Contraindicated in pregnancy and breastfeeding.
Bommer, S. A. G. E., Klein, P., & Suter, A. (2011). First time proof of sage’s tolerability and efficacy in menopausal women with hot flushes. Advances in Therapy, 28(6), 490-500.
Trickey, R. (2011). Women, Hormoes and the Menstrual Cycle. Trickey Enterprises.
Bommer, S. A. G. E., Klein, P., & Suter, A. (2011). First time proof of sage’s tolerability and efficacy in menopausal women with hot flushes. Advances in Therapy, 28(6), 490-500.",~3 reference markers in DOCX text,"women_health, menopause_review_required","pregnancy_review_required, breastfeeding_review_required",,"Adult dose: Take 1 tablet, twice daily, with food, or as directed by your health professional. | Key ingredients: Salvia officinalis (Sage) leaf, Asparagus racemosus (Shatavari, Vitex agnus-castus (Chaste tre | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,116,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0061,Herbs of Gold,Mind Ease,mind ease,,tablet,60 tablets,"Take 1 tablet, twice daily, with food, or as directed by your health professional.",,"Adults - Take 1 tablet, twice daily, with food, or as directed by your health professional.","Relieves symptoms of mild anxiety
Supports nervous system function

Relieves symptoms of mild anxiety
Supports nervous system function","Caution in peptic ulcer disease – Ashwagandha may cause gastrointestinal irritation.
Contraindicated during pregnancy – Ashwagandha has abortifacient effects.

Caution in peptic ulcer disease – Ashwagandha may cause gastrointestinal irritation.
Contraindicated during pregnancy – Ashwagandha has abortifacient effects.",,"Caution with CNS stimulants and sedatives - Ashwagandha and Lavender may have additive effects. Monitor.
Caution with immunosuppressant medication - Ashwagandha may have opposing effects.
Caution with thyroid medications - Ashwagandha may increase thyroxine concentrations. Monitor thyroid hormone levels.

Caution with CNS stimulants and sedatives - Ashwagandha and Lavender may have additive effects. Monitor.
Caution with immunosuppressant medication - Ashwagandha may have opposing effects.
Cauti","Caution in peptic ulcer disease – Ashwagandha may cause gastrointestinal irritation.
Contraindicated during pregnancy – Ashwagandha has abortifacient effects.

Caution in peptic ulcer disease – Ashwagandha may cause gastrointestinal irritation.
Contraindicated during pregnancy – Ashwagandha has abortifacient effects.",~7 reference markers in DOCX text,stress_support,pregnancy_review_required,,"Adult dose: Take 1 tablet, twice daily, with food, or as directed by your health professional. | Key ingredients: Withania somnifera (Ashwagandh, Lavandula angustifolia (Lavend | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,118,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0062,Herbs of Gold,Muscle Resuscitation,muscle resuscitation,,powder,,"Mix 6g (one level scoop) into 200mL of water or juice, once daily, or as directed by your health professional. Scoop included. Consume within 6 months of opening.",,"Adults - Mix 6g (one level scoop) into 200mL of water or juice, once daily, or as directed by your health professional. Scoop included. Consume within 6 months of opening.","High-strength magnesium
Delicious lemon-lime flavour
Convenient one-a-day dose
Two organic, well-absorbed forms of magnesium

High-strength magnesium
Delicious lemon-lime flavour
Convenient one-a-day dose
Two organic, well-absorbed forms of magnesium",,,,,~0 reference markers in DOCX text,,,,"Adult dose: Mix 6g (one level scoop) into 200mL of water or juice, once daily, or as directed by your health professional. Scoop inc",herbsofgold_technical_manual.pdf,120,"Technical Information, Directions, Cautions",Medium,Unreviewed,
HOG-0063,Herbs of Gold,Mushroom 5 Complex,mushroom 5 complex,,capsule,60 capsules,"Adults and children over 12 years – Take 1 capsule, three times a day, with food, or as directed by your health professional.
Children under 12 years – Take only as directed by your health professional. Not to be used in children under two years of age without medical advice.",,"Adults and children over 12 years – Take 1 capsule, three times a day, with food, or as directed by your health professional.
Children under 12 years – Take only as directed by your health professional. Not to be used in children under two years of age without medical advice.","Immune system health
Lung health

Immune system health
Lung health","Discontinue use one week prior to surgery.

Discontinue use one week prior to surgery.",,"Caution with immunosuppressant drugs - mushrooms can stimulate immune function.
Caution with anticoagulant drugs - Reishi and Snow fungus may increase the risk of bleeding.

Caution with immunosuppressant drugs - mushrooms can stimulate immune function.
Caution with anticoagulant drugs - Reishi and Snow fungus may increase the risk of bleeding.",,~12 reference markers in DOCX text,"immune_support, general_multivitamin",surgery_caution,,"Adult dose: Adults and children over 12 years – Take 1 capsule, three times a day, with food, or as directed by your health professi | Key ingredients: Lentinula edodes (Shiitake) wh, Ganoderma lucidum (Reishi) who, Cordyceps sinensis (Cordyceps) | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,122,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0064,Herbs of Gold,Natural Vitamin E 500IU,natural vitamin e 500iu,,capsule,50 / 100 capsules,"Adults and children over 12 years - Take 1-2 capsules daily, with food, or as directed by your health professional.",,"Adults and children over 12 years - Take 1-2 capsules daily, with food, or as directed by your health professional.","Antioxidant
Cardiovascular health

Antioxidant
Cardiovascular health","Discontinue use 1 week before surgery.
Caution in individuals with bleeding disorders (e.g. haemophilia, bleeding peptic ulcers or history of haemorrhagic stroke). Use only with medical supervision due to increased risk of haemorrhage.

Discontinue use 1 week before surgery.
Caution in individuals with bleeding disorders (e.g. haemophilia, bleeding peptic ulcers or history of haemorrhagic stroke). Use only with medical supervision due to increased risk of haemorrhage.",,"Caution with blood thinning medications, including warfarin – vitamin E may interfere with the activity of vitamin K in producing blood clotting factors and lead to increased clinical effects of oral anticoagulants. Monitor INR within one to two weeks of vitamin E initiation.
Caution with cyclosporin (immunosuppressant) – vitamin E may increase or decrease serum drug levels. Monitor drug levels.

Caution with blood thinning medications, including warfarin – vitamin E may interfere with the activ",,~2 reference markers in DOCX text,antioxidant_support,"anticoagulant_review_required, warfarin, surgery_caution","anticoagulant, warfarin","Adult dose: Adults and children over 12 years - Take 1-2 capsules daily, with food, or as directed by your health professional. | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,124,"Technical Information, Directions, Cautions",Medium,Unreviewed,
HOG-0065,Herbs of Gold,Niacin 100mg Extended Release,niacin 100mg extended release,,tablet,,"Take 1 tablet once daily, with food, or as directed by your health professional. Tablet should be taken whole.",,"Adults - Take 1 tablet once daily, with food, or as directed by your health professional. Tablet should be taken whole.
Do not break, crush or chew tablet before swallowing. Do not take more than 1 tablet per day.","Niacin is a water-soluble vitamin required for the function of over 200 enzymes throughout the body. It is well-absorbed after oral administration and metabolised in the liver to nicotinamide
adenine dinucleotide (NAD) and nicotinamide adenine dinucleotide phosphate (NADP). NAD and NADP are essential for energy metabolism, oxidation-reduction reactions and ADP-ribose transfer reactions involved in DNA repair and calcium mobilisation.
Niacin can be formed in the body from the amino acid tryptopha","Not recommended during pregnancy or lactation due to insufficient safety data on high doses of niacin.
Avoid consuming with alcohol. Alcohol can exacerbate the flushing associated with niacin.
Contraindicated in people with gout. Niacin can reduce urinary excretion of uric acid, potentially resulting in hyperuricemia.
Caution in people with blood sugar imbalance. High doses of niacin can impair glucose tolerance. However, doses under 1.5g daily have minimal effects on blood glucose.",,"Caution with anticoagulant or antiplatelet medication - niacin may increase the risk of bleeding in some patients.
Caution with bile acid sequestrants (e.g. cholestyramine) – drugs bind to niacin and decrease absorption. Separate dose by 4-6 hours.
Caution with statin medication. Co-administration of statins and niacin may increase the risk of developing myotoxicity,
however, usually in much higher doses. Co-administration is often recommended for dyslipidaemia; it is recommended to use the lowe","Not recommended during pregnancy or lactation due to insufficient safety data on high doses of niacin.
Avoid consuming with alcohol. Alcohol can exacerbate the flushing associated with niacin.
Contraindicated in people with gout. Niacin can reduce urinary excretion of uric acid, potentially resulting in hyperuricemia.
Caution in people with blood sugar imbalance. High doses of niacin can impair glucose tolerance. However, doses under 1.5g daily have minimal effects on blood glucose.",~2 reference markers in DOCX text,,"pregnancy_review_required, breastfeeding_review_required",,"Adult dose: Take 1 tablet once daily, with food, or as directed by your health professional. Tablet should be taken whole. | Key ingredients: Nicotinic acid (niacin) (vitam | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,126,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0066,Herbs of Gold,Olive Leaf,olive leaf,,gel,,"Shake well before use. May be taken in water or juice.
Adults and children over 12 years – Take 7.5mL, once or twice daily, with food, or as directed by your health professional.
Not to be used in children under 5 years for relief of mild fever.",,"Shake well before use. May be taken in water or juice.
Adults and children over 12 years – Take 7.5mL, once or twice daily, with food, or as directed by your health professional.
Not to be used in children under 5 years for relief of mild fever.","High-strength
Immune health
Antioxidant

High-strength
Immune health
Antioxidant","Caution in kidney disorders - Olive leaf can cause a detoxification reaction adding further stress to the kidneys.

Caution in kidney disorders - Olive leaf can cause a detoxification reaction adding further stress to the kidneys.",,"Caution with hypoglycaemic, antihypertensive and diuretic medications - Olive leaf may have additive effects. Monitor blood sugar or blood pressure.
Caution with chemotherapy drugs - Olive leaf’s antioxidant effect may interfere with therapy. Use only under professional supervision.

Caution with hypoglycaemic, antihypertensive and diuretic medications - Olive leaf may have additive effects. Monitor blood sugar or blood pressure.
Caution with chemotherapy drugs - Olive leaf’s antioxidant effect ",,~6 reference markers in DOCX text,,renal_impairment_caution,,"Adult dose: Shake well before use. May be taken in water or juice.
Adults and children over 12 years – Take 7.5mL, once or twice dai | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,127,"Technical Information, Directions, Cautions",Medium,Unreviewed,
HOG-0067,Herbs of Gold,Olive Leaf 7500,olive leaf 7500,,tablet,60 tablets,"Adults and children over 12 years – Take 1 tablet daily, with food, or as directed by your health professional. Not to be used in children under 5 years for relief of mild fever",,"Adults and children over 12 years – Take 1 tablet daily, with food, or as directed by your health professional. Not to be used in children under 5 years for relief of mild fever","Contains oleuropein 180mg
High strength",Caution in kidney disorders - Olive leaf can cause a detoxification reaction adding further stress to the kidneys.,,"Caution with hypoglycaemic, antihypertensive and diuretic medications - Olive leaf may have additive effects. Monitor blood sugar or blood pressure.
Caution with chemotherapy drugs - Olive leaf’s antioxidant effect may interfere with therapy. Use only under professional supervision.",,~3 reference markers in DOCX text,,renal_impairment_caution,,"Adult dose: Adults and children over 12 years – Take 1 tablet daily, with food, or as directed by your health professional. Not to b | Key ingredients: Olea europaea (Olive) leaf ext | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,129,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0068,Herbs of Gold,Organic Iron MAX,organic iron max,,capsule,30 capsules,"Adults and children over 12 years – Take 1 capsule daily, or as directed by your health professional.",,"Adults and children over 12 years – Take 1 capsule daily, or as directed by your health professional.","Contains Albion’s FerrochelTM
Clinically studied iron
Vegan-friendly

Contains Albion’s FerrochelTM
Clinically studied iron
Vegan-friendly","Iron, calcium and zinc all compete for absorption. Separate dose.
Contraindicated in iron overload conditions, such as haemochromatosis, haemosiderosis or iron loading anaemias such as thalassaemia and sideroblastic anaemia.
Tannins bind to iron and reduce absorption. Avoid taking iron with foods rich in tannins including tea, Bilberry and Raspberry leaf.

Iron, calcium and zinc all compete for absorption. Separate dose.
Contraindicated in iron overload conditions, such as haemochromatosis, haem","Iron, calcium and zinc all compete for absorption. Separate dose.
Contraindicated in iron overload conditions, such as haemochromatosis, haemosiderosis or iron loading anaemias such as thalassaemia and sideroblastic anaemia.
Tannins bind to iron and reduce absorption. Avoid taking iron with foods rich in tannins including tea, Bilberry and Raspberry leaf.

Iron, calcium and zinc all compete for absorption. Separate dose.
Contraindicated in iron overload conditions, such as haemochromatosis, haem","Caution with ACE inhibitors (hypertension), cimetidine (hyperacidity),
L-dopa and carbidopa (movement disorders e.g. Parkinson’s disease), penicillamine, sulfasalazine (antidiarrheal) - iron supplementation may reduce drug absorption. Separate dose by at least 2 hours.
Caution with quinolone and tetracycline antibiotics - iron supplementation may reduce drug effect. Take drugs 2 hours before or 4-6 hours after iron.
Caution with thyroxine - iron supplementation can reduce drug effects. Separate ",,~4 reference markers in DOCX text,"calcium_support, bone_health, iron_support, energy_support, b12_support, nervous_system_support, immune_support, antioxidant_support, skin_health, joint_health (review)","antacid_separation, doac, tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, levothyroxine, constipation_caution, renal_impairment_caution, warfarin, anticoagulant_review_required, shellfish_allergy_caution","anticoagulant, bisphosphonate, doac, levothyroxine, quinolone_antibiotic, tetracycline_antibiotic, warfarin","Adult dose: Adults and children over 12 years – Take 1 capsule daily, or as directed by your health professional. | Key ingredients: Iron amino acid chelate (Ferro, Thiamine hydrochloride, Riboflavin (vitamin B2) | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,130,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0069,Herbs of Gold,Organic Oregano Oil,organic oregano oil,,capsule,60 capsules,"Take 1 capsule, once or twice daily, with food, or as directed by your health professional. For short-term use only.",,"Adults – Take 1 capsule, once or twice daily, with food, or as directed by your health professional. For short-term use only.","100% organic Oregano oil
High-strength carvacrol

100% organic Oregano oil
High-strength carvacrol","Contraindicated in pregnancy and lactation.
Caution with iron supplements, concurrent use can interfere with the body’s ability to absorb iron. Take any iron supplements 2 hours before or 4 hours after Oregano oil.
Discontinue 2 weeks before surgery.
Oregano oil is a known skin irritant. A skin patch test is recommended before use if applying to the skin.
This product is not suitable for long-term use. Use only at the dose and directions indicated on the bottle or as directed by a health profess",,"Caution with anticoagulant and antiplatelet medications such as warfarin – Oregano oil may increase the risk of bruising and bleeding. Monitor.
Caution with hypoglycaemic or antidiabetic medication – Oregano oil may have an additive effect. Monitor blood sugar.

Caution with anticoagulant and antiplatelet medications such as warfarin – Oregano oil may increase the risk of bruising and bleeding. Monitor.
Caution with hypoglycaemic or antidiabetic medication – Oregano oil may have an additive effe","Contraindicated in pregnancy and lactation.
Caution with iron supplements, concurrent use can interfere with the body’s ability to absorb iron. Take any iron supplements 2 hours before or 4 hours after Oregano oil.
Discontinue 2 weeks before surgery.
Oregano oil is a known skin irritant. A skin patch test is recommended before use if applying to the skin.
This product is not suitable for long-term use. Use only at the dose and directions indicated on the bottle or as directed by a health professional.

Contraindicated in pregnancy and lactation.
Caution with iron supplements, concurrent use can interfere with the body’s ability to absorb iron. Take any iron supplements 2 hours before or 4 hours after Oregano oil.
Discontinue 2 weeks before surgery.
Oregano oil is a known skin irritant. A skin patch test is recommended before use if applying to the skin.
This product is not suitable for long-term use. Use only at the dose and directions indicated on the bottle or as directed by a health professional.",~4 reference markers in DOCX text,,"pregnancy_review_required, breastfeeding_review_required, surgery_caution",,"Adult dose: Take 1 capsule, once or twice daily, with food, or as directed by your health professional. For short-term use only. | Key ingredients: Origanum vulgare (Oregano) lea | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,132,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0070,Herbs of Gold,Pain Relief PEA,pain relief pea,,capsule,30 / 60 capsules,"Adults only - Take 1-2 capsules, twice daily, or as directed by your health professional.
Adults only - Take 1-2 capsules, twice daily, or as directed by your health professional.",,"Adults only - Take 1-2 capsules, twice daily, or as directed by your health professional.
Adults only - Take 1-2 capsules, twice daily, or as directed by your health professional.","Analgesic
Relieves pain

Analgesic
Relieves pain

Analgesic
Relieves pain

Analgesic
Relieves pain","None noted at the recommended dose.
Not recommended in pregnancy or breastfeeding due to a lack of safety data.

None noted at the recommended dose.
Not recommended in pregnancy or breastfeeding due to a lack of safety data.

None noted at the recommended dose.
Not recommended in pregnancy or breastfeeding due to a lack of safety data.

None noted at the recommended dose.
Not recommended in pregnancy or breastfeeding due to a lack of safety data.",,"None noted at the recommended dose.

None noted at the recommended dose.

None noted at the recommended dose.

None noted at the recommended dose.","None noted at the recommended dose.
Not recommended in pregnancy or breastfeeding due to a lack of safety data.

None noted at the recommended dose.
Not recommended in pregnancy or breastfeeding due to a lack of safety data.

None noted at the recommended dose.
Not recommended in pregnancy or breastfeeding due to a lack of safety data.

None noted at the recommended dose.
Not recommended in pregnancy or breastfeeding due to a lack of safety data.",~28 reference markers in DOCX text,,"pregnancy_review_required, breastfeeding_review_required",,"Adult dose: Adults only - Take 1-2 capsules, twice daily, or as directed by your health professional.
Adults only - Take 1-2 capsule | Key ingredients: Palmidrol | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,134,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0071,Herbs of Gold,ParaStrike,parastrike,,tablet,28 / 84 tablets,,"3-4 years: Take 1 tablet daily; 5-9 years: Take 1 tablet, twice daily;","To break the life cycle of worms: Take for 14 days, then take a break for 14 days, then take again for 14 days. Repeat if necessary.
Adults and children over 12 years – Take 2 tablets, three times a day, with food.
Children – 3-4 years: Take 1 tablet daily; 5-9 years: Take 1 tablet, twice daily;
10-12 years: Take 1 tablet, three times a day. Take crushed in food or swallowed. Or take as directed by your health professional.
Not to be used long-term. Do not use if pregnant or likely to become pregnant.","Traditional worming formula
With high-strength Wormwood

Traditional worming formula
With high-strength Wormwood","Contraindicated in pregnancy and lactation – the thujone in Wormwood can have a contraction effect on the uterus, while berberine can be harmful to the developing brain of the unborn child.
Contraindicated in gastric or duodenal ulcers – Wormwood can increase gastric fluid potentially making these conditions worse.
Caution in high blood pressure - Thyme essential oil may theoretically increase blood pressure. Monitor.
Caution in acute/severe hepatocellular disease, liver cancer, intestinal spasm",,"Contraindicated with anticoagulant and antiplatelet medications such as warfarin – Wormwood may increase bleeding risk and Thyme essential oil may interact by inducing phase I and phase II liver enzymes.
Contraindicated with fluoroquinolone and tetracycline antibiotics, and anti-infective medications – Barberry may reduce their effectiveness.

Contraindicated with anticoagulant and antiplatelet medications such as warfarin – Wormwood may increase bleeding risk and Thyme essential oil may interac","Contraindicated in pregnancy and lactation – the thujone in Wormwood can have a contraction effect on the uterus, while berberine can be harmful to the developing brain of the unborn child.
Contraindicated in gastric or duodenal ulcers – Wormwood can increase gastric fluid potentially making these conditions worse.
Caution in high blood pressure - Thyme essential oil may theoretically increase blood pressure. Monitor.
Caution in acute/severe hepatocellular disease, liver cancer, intestinal spasm or ileus - Wormwood and Barberry can impact liver function when liver health is poor.
Wormwood may cause allergic reactions in people sensitive to the Asteraceae family.
This product is not suitable for long-term use. Use only at the dose and directions indicated on the bottle.

Contraindicated in pregnancy and lactation – the thujone in Wormwood can have a contraction effect on the uterus, while berberine can be harmful to the developing brain of the unborn child.
Contraindicated in gastric or duodenal ulcers – Wormwood can increase gastric fluid potentially making these conditions worse.
Caution in high blood pressure - Thyme essential oil may theoretically increase blood pressure. Monitor.
Caution in acute/severe hepatocellular disease, liver cancer, intestinal spasm or ileus - Wormwood and Barberry can impact liver function when liver health is poor.
Wormwood may cause allergic reactions in people sensitive to the Asteraceae family.
This product is not suitable for long-term use. Use only at the dose and directions indicated on the bottle.",~2 reference markers in DOCX text,,"pregnancy_review_required, breastfeeding_review_required, child_review_required, liver_impairment_caution",,"Key ingredients: Origanum vulgare (Oregano) her, Thymus vulgaris (Thyme) leaf e | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,137,"Technical Information, Directions, Cautions",Medium,Unreviewed,
